"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"4481","421050",60715,32072,28643,0,12927,11829,7316,12303,10796,5544,0,0,0
"4482","421055",5815,2881,2934,0,1039,962,880,1111,1011,812,0,0,0
"4483","421060",29828,15699,14129,0,6319,5836,3544,5926,5337,2866,0,0,0
"4484","421070",6738,3426,3312,0,1322,1230,874,1364,1173,775,0,0,0
"4485","421080",14548,7674,6874,0,3010,2754,1910,2839,2481,1554,0,0,0
"4486","421085",6192,3070,3122,0,1238,1124,708,1329,1153,640,0,0,0
"4487","421090",10105,5179,4926,0,2228,1879,1072,2211,1832,883,0,0,0
"4488","421100",25218,12917,12301,0,4875,4478,3564,4918,4408,2975,0,0,0
"4489","421105",17763,9038,8725,0,3771,3166,2101,3883,3118,1724,0,0,0
"4490","421110",18362,9188,9174,0,3805,3510,1873,3993,3561,1620,0,0,0
"4491","421120",35431,18840,16591,0,7492,6685,4663,6931,5927,3733,0,0,0
"4492","421125",7016,3505,3511,0,1388,1290,827,1460,1316,735,0,0,0
"4493","421130",131939,71593,60346,0,30882,26168,14543,27366,22111,10869,0,0,0
"4494","421140",11420,5722,5698,0,2308,2111,1303,2441,2128,1129,0,0,0
"4495","421145",10073,4994,5079,0,1991,1848,1155,2159,1890,1030,0,0,0
"4496","421150",28908,15428,13480,0,6444,5716,3268,5984,4969,2527,0,0,0
"4497","421160",34055,17374,16681,0,6618,6239,4517,6602,6186,3893,0,0,0
"4498","421165",7103,3427,3676,0,1309,1226,892,1456,1340,880,0,0,0
"4499","421170",51860,27264,24596,0,11071,9799,6394,10447,8961,5188,0,0,0
"4500","421175",36505,18640,17865,0,7575,6673,4392,7530,6395,3940,0,0,0
"4501","421180",15787,8239,7548,0,3016,2846,2377,2975,2681,1892,0,0,0
"4502","421185",5602,2856,2746,0,1096,1029,731,1117,1019,610,0,0,0
"4503","421187",4986,2476,2510,0,927,874,675,999,919,592,0,0,0
"4504","421189",5697,2783,2914,0,1043,963,777,1147,1017,750,0,0,0
"4505","421190",388115,209343,178772,0,89612,76445,43286,80386,65778,32608,0,0,0
"4506","421200",18323,9091,9232,0,3484,3200,2407,3741,3368,2123,0,0,0
"4507","421205",6179,3279,2900,0,1317,1181,781,1212,1036,652,0,0,0
"4508","421210",37465,19503,17962,0,7765,6980,4758,7529,6587,3846,0,0,0
"4509","421220",40511,20597,19914,0,8591,7723,4283,8855,7582,3477,0,0,0
"4510","421223",10420,5234,5186,0,2080,1862,1292,2143,1945,1098,0,0,0
"4511","421225",17708,9677,8031,0,3992,3540,2145,3440,2956,1635,0,0,0
"4512","421227",11019,5550,5469,0,2074,1938,1538,2142,1962,1365,0,0,0
"4513","421230",20240,10458,9782,0,4028,3566,2864,3976,3413,2393,0,0,0
"4514","421240",9830,5084,4746,0,1922,1754,1408,1856,1676,1214,0,0,0
"4515","421250",58332,32414,25918,0,13537,11778,7099,11376,9404,5138,0,0,0
"4516","421260",8241,4235,4006,0,1534,1475,1226,1511,1404,1091,0,0,0
"4517","421265",20388,10631,9757,0,4150,3799,2682,3956,3520,2281,0,0,0
"4518","421270",14615,7474,7141,0,3090,2798,1586,3126,2734,1281,0,0,0
"4519","421280",54250,29881,24369,0,12607,10975,6299,10770,8990,4609,0,0,0
"4520","421290",45853,24206,21647,0,9414,8630,6162,8875,7960,4812,0,0,0
"4521","421300",7349,3704,3645,0,1678,1482,544,1711,1492,442,0,0,0
"4522","421310",13100,6779,6321,0,2501,2372,1906,2414,2262,1645,0,0,0
"4523","421315",7321,3608,3713,0,1405,1322,881,1511,1413,789,0,0,0
"4524","421320",68810,36918,31892,0,15392,13189,8337,14040,11525,6327,0,0,0
"4525","421330",12075,6331,5744,0,2411,2200,1720,2309,2023,1412,0,0,0
"4526","421335",7469,3819,3650,0,1622,1318,879,1681,1289,680,0,0,0
"4527","421340",21636,11480,10156,0,4706,4116,2658,4441,3740,1975,0,0,0
"4528","421350",41486,23056,18430,0,9295,8263,5498,8012,6673,3745,0,0,0
"4529","421360",86827,45436,41391,0,17603,16204,11629,17170,15228,8993,0,0,0
"4530","421370",30076,15936,14140,0,6766,5967,3203,6400,5290,2450,0,0,0
"4531","421380",19257,10060,9197,0,3988,3500,2572,3845,3272,2080,0,0,0
"4532","421390",4220,2129,2091,0,812,763,554,844,775,472,0,0,0
"4533","421400",33911,18154,15757,0,7607,6726,3821,6953,5932,2872,0,0,0
"4534","421410",3952,2020,1932,0,795,742,483,796,737,399,0,0,0
"4535","421415",7309,3619,3690,0,1425,1324,870,1544,1419,727,0,0,0
"4536","421420",22666,11824,10842,0,4800,3920,3104,4531,3717,2594,0,0,0
"4537","421430",7554,3786,3768,0,1504,1351,931,1548,1362,858,0,0,0
"4538","421440",11038,5846,5192,0,2370,2161,1315,2270,1937,985,0,0,0
"4539","421450",11012,5643,5368,1,2334,2133,1176,2311,2052,1005,1,0,0
"4540","421460",15709,8258,7451,0,3336,3109,1813,3180,2834,1437,0,0,0
"4541","421470",21224,10933,10291,0,4489,3991,2453,4383,3828,2080,0,0,0
"4542","421480",142068,75820,66248,0,31762,28291,15767,29374,25162,11712,0,0,0
"4543","421490",12299,6125,6174,0,2519,2319,1287,2652,2409,1113,0,0,0
"4544","421500",86332,44796,41536,0,18711,16144,9941,18617,15189,7730,0,0,0
"4545","421505",5924,2970,2954,0,1100,1034,836,1177,1074,703,0,0,0
"4546","421507",12112,6024,6088,0,2220,2105,1699,2354,2189,1545,0,0,0
"4547","421510",23646,12486,11160,0,5165,4679,2642,4818,4188,2154,0,0,0
"4548","421520",12460,6332,6128,0,2377,2221,1734,2449,2244,1435,0,0,0
"4549","421530",15377,7803,7574,0,3420,2931,1452,3510,2834,1230,0,0,0
"4550","421535",8881,4482,4399,0,1741,1568,1173,1774,1571,1054,0,0,0
"4551","421540",10114,5169,4945,0,2096,1920,1153,2134,1892,919,0,0,0
"4552","421545",23553,12167,11386,0,5514,4548,2105,5440,4237,1709,0,0,0
"4553","421550",28362,14857,13505,0,6387,5676,2794,6082,5166,2257,0,0,0
"4554","421555",6694,3319,3375,0,1168,1112,1039,1247,1145,983,0,0,0
"4555","421560",4612,2245,2367,0,867,786,592,927,817,623,0,0,0
"4556","421565",19561,10498,9062,1,4102,3771,2625,3770,3271,2021,0,0,1
"4557","421567",14848,7507,7341,0,3146,2911,1450,3301,2930,1110,0,0,0
"4558","421568",7257,3605,3652,0,1331,1225,1049,1396,1288,968,0,0,0
"4559","421569",4283,2221,2062,0,859,789,573,831,752,479,0,0,0
"4560","421570",59000,31175,27825,0,12429,11180,7566,11699,10138,5988,0,0,0
"4561","421575",6356,3141,3215,0,1250,1183,708,1343,1199,673,0,0,0
"4562","421580",171494,90502,80992,0,36829,33382,20291,34759,30583,15650,0,0,0
"4563","421590",7671,3836,3835,0,1503,1357,976,1553,1399,883,0,0,0
"4564","421600",21809,11394,10415,0,4611,4217,2566,4457,3897,2061,0,0,0
"4565","421605",7492,3804,3688,0,1620,1421,763,1669,1365,654,0,0,0
"4566","421610",21192,11024,10166,2,4326,4002,2696,4213,3777,2176,0,0,1
"4567","421620",140607,73798,66809,0,34652,26175,12971,32257,23609,10943,0,0,0
"4568","421625",16496,8266,8230,0,3036,2884,2346,3177,2981,2072,0,0,0
"4569","421630",59836,31507,28329,0,14107,11687,5713,13360,10452,4517,0,0,0
"4570","421635",6615,3400,3215,0,1366,1291,743,1350,1232,633,0,0,0
"4571","421640",17664,9091,8573,0,3579,3258,2254,3587,3159,1827,0,0,0
"4572","421650",49362,25172,24190,0,10165,9122,5885,10185,8884,5121,0,0,0
"4573","421660",551498,304922,246576,0,126982,110862,67078,108737,91193,46646,0,0,0
"4574","421670",34662,17792,16870,0,6788,6320,4684,6874,6236,3760,0,0,0
"4575","421680",15983,8091,7892,0,3210,2828,2053,3280,2799,1813,0,0,0
"4576","421690",52041,26975,25066,0,10842,10072,6061,10580,9486,5000,0,0,0
"4577","421700",31120,16088,15032,0,6563,5730,3795,6451,5464,3117,0,0,0
"4578","421710",9413,4711,4702,0,1747,1654,1310,1828,1702,1172,0,0,0
"4579","421715",4718,2386,2332,0,959,818,609,965,827,540,0,0,0
"4580","421720",100409,53460,46949,0,20701,19186,13573,19304,17274,10371,0,0,0
"4581","421725",10862,5467,5395,0,2192,1835,1440,2325,1858,1212,0,0,0
"4582","421730",22957,11591,11366,0,4389,4118,3084,4529,4160,2677,0,0,0
"4583","421740",32582,16737,15845,0,7297,6408,3032,7198,6104,2543,0,0,0
"4584","421750",45603,23281,22322,0,8580,7929,6772,8653,7779,5890,0,0,0
"4585","421755",8739,4501,4238,0,1604,1530,1367,1609,1507,1122,0,0,0
"4586","421760",32113,16263,15850,0,6418,5746,4099,6586,5623,3641,0,0,0
"4587","421770",55419,29855,25564,0,12141,10926,6788,10930,9580,5054,0,0,0
"4588","421775",6555,3278,3277,0,1219,1158,901,1299,1170,808,0,0,0
"4589","421780",33565,17822,15743,0,7430,6765,3627,6920,6047,2776,0,0,0
"4590","421790",21560,10939,10621,0,4049,3776,3114,4197,3754,2670,0,0,0
"4591","421795",5160,2638,2522,0,1044,946,648,1065,941,516,0,0,0
"4592","421800",73543,39371,34172,0,18214,15154,6003,16568,12987,4617,0,0,0
"4593","421810",10288,5197,5091,0,2043,1873,1281,2122,1845,1124,0,0,0
"4594","421820",98937,52772,46165,0,21536,19523,11713,19867,17360,8938,0,0,0
"4595","421825",11075,5817,5258,0,2595,2150,1072,2451,1959,848,0,0,0
"4596","421830",46568,24288,22280,0,9443,8705,6140,9125,8078,5077,0,0,0
"4597","421835",10462,5340,5122,0,1884,1776,1680,1884,1722,1516,0,0,0
"4598","421840",14581,7862,6719,0,2948,2678,2236,2633,2325,1761,0,0,0
"4599","421850",17208,9058,8150,0,3863,3455,1740,3626,3182,1342,0,0,0
"4600","421860",15610,8304,7306,0,3260,2957,2087,3070,2638,1598,0,0,0
"4601","421870",252092,135748,116344,0,53099,47455,35194,48114,41044,27186,0,0,0
"4602","421875",13215,6483,6732,0,2346,2257,1880,2546,2395,1791,0,0,0
"4603","421880",25276,13651,11625,0,5774,5069,2808,5151,4315,2159,0,0,0
"4604","421885",6801,3485,3316,0,1357,1232,896,1371,1210,735,0,0,0
"4605","421890",23612,12059,11553,0,4849,4348,2862,4815,4213,2525,0,0,0
"4606","421895",6125,3044,3081,0,1165,1042,837,1217,1070,794,0,0,0
"4607","421900",45572,24192,21380,0,9227,8217,6748,8551,7369,5460,0,0,0
"4608","421910",8939,4595,4344,0,1678,1604,1313,1699,1580,1065,0,0,0
"4609","421915",6916,3324,3592,0,1273,1158,893,1426,1264,902,0,0,0
"4610","421917",11416,5803,5613,0,2175,2070,1558,2247,2035,1331,0,0,0
"4611","421920",14500,7220,7280,0,2938,2645,1637,3127,2713,1440,0,0,0
"4612","421930",118644,62519,56123,2,26034,23337,13148,24708,21204,10211,1,1,0
"4613","421935",9638,4823,4815,0,1952,1799,1072,2053,1848,914,0,0,0
"4614","421940",9071,4619,4452,0,1881,1773,965,1907,1737,808,0,0,0
"4615","421950",106870,56690,50180,0,22792,20567,13331,21609,18482,10089,0,0,0
"4616","421960",10529,5104,5425,0,1722,1652,1730,1895,1779,1751,0,0,0
"4617","421970",63771,33499,30272,0,13871,12413,7215,13347,11417,5508,0,0,0
"4618","421985",9335,4803,4532,0,1857,1733,1213,1856,1691,985,0,0,0
"4619","422000",28888,15787,13101,0,6316,5660,3811,5450,4726,2925,0,0,0
"4620","430003",11148,5569,5579,0,2320,1980,1269,2435,2002,1142,0,0,0
"4621","430005",8460,4355,4105,0,1753,1578,1024,1736,1508,861,0,0,0
"4622","430010",35508,18552,16956,0,7456,6750,4346,7151,6302,3503,0,0,0
"4623","430020",16055,8446,7609,0,3278,3004,2164,3138,2779,1692,0,0,0
"4624","430030",15981,8231,7750,0,3026,2873,2332,3025,2823,1902,0,0,0
"4625","430040",180199,94891,85308,0,35799,32372,26720,34414,29439,21455,0,0,0
"4626","430045",9238,4783,4455,0,1858,1728,1197,1829,1664,962,0,0,0
"4627","430047",4919,2506,2413,0,975,872,659,969,837,607,0,0,0
"4628","430050",17893,9018,8875,0,3400,3226,2392,3540,3273,2062,0,0,0
"4629","430055",4527,2282,2245,0,840,735,707,853,728,664,0,0,0
"4630","430057",8062,4067,3995,0,1480,1442,1145,1529,1431,1035,0,0,0
"4631","430060",449229,241914,207309,6,95520,85197,61197,87870,74654,44785,4,1,1
"4632","430063",9710,4790,4920,0,2025,1749,1016,2218,1775,927,0,0,0
"4633","430064",17041,8798,8243,0,3395,3104,2299,3346,2979,1918,0,0,0
"4634","430066",3707,1870,1837,0,616,579,675,621,567,649,0,0,0
"4635","430070",13254,6917,6337,0,2609,2511,1797,2513,2361,1463,0,0,0
"4636","430080",29980,15759,14219,2,6046,5745,3968,5735,5318,3166,1,0,1
"4637","430085",11314,5877,5437,0,2181,1933,1763,2136,1821,1480,0,0,0
"4638","430087",13289,7049,6240,0,2905,2577,1567,2743,2303,1194,0,0,0
"4639","430090",18540,9382,9158,0,3259,3145,2978,3307,3161,2690,0,0,0
"4640","430100",48305,25568,22737,0,10099,9348,6121,9507,8511,4719,0,0,0
"4641","430105",31536,16780,14756,0,6222,5690,4868,5774,5069,3913,0,0,0
"4642","430107",6980,3522,3458,0,1319,1247,956,1359,1253,846,0,0,0
"4643","430110",33546,17522,16024,0,6641,5735,5146,6482,5339,4203,0,0,0
"4644","430120",27966,14494,13472,0,5597,5372,3525,5567,5189,2716,0,0,0
"4645","430130",46993,24659,22334,0,8993,8328,7338,8717,7741,5876,0,0,0
"4646","430140",23790,12303,11487,0,4783,4421,3099,4657,4242,2588,0,0,0
"4647","430145",26,10,16,0,4,3,3,7,7,2,0,0,0
"4648","430150",16072,8574,7498,0,3141,2959,2474,2926,2699,1873,0,0,0
"4649","430155",9500,4854,4646,0,1741,1653,1460,1724,1633,1289,0,0,0
"4650","430160",267165,145801,121364,0,57548,51140,37113,51443,43195,26726,0,0,0
"4651","430163",34133,18207,15926,0,6786,5932,5489,6257,5222,4447,0,0,0
"4652","430165",15632,8016,7616,0,2868,2691,2457,2843,2648,2125,0,0,0
"4653","430170",17551,8924,8627,0,3228,3110,2586,3366,3123,2138,0,0,0
"4654","430175",14519,7063,7456,0,2603,2397,2063,2916,2618,1922,0,0,0
"4655","430180",11974,6153,5821,0,2338,2204,1611,2322,2166,1333,0,0,0
"4656","430185",7726,3974,3752,0,1399,1383,1192,1395,1359,998,0,0,0
"4657","430187",7471,3791,3680,0,1533,1370,888,1565,1359,756,0,0,0
"4658","430190",32728,17122,15606,0,6007,5746,5369,5800,5383,4423,0,0,0
"4659","430192",5398,2623,2775,0,954,940,729,1026,991,758,0,0,0
"4660","430195",6697,3523,3174,0,1234,1172,1117,1154,1062,958,0,0,0
"4661","430200",23860,12004,11856,0,4428,4015,3561,4607,4080,3169,0,0,0
"4662","430205",4269,2132,2137,0,864,785,483,883,796,458,0,0,0
"4663","430210",247526,133376,114150,0,51813,45614,35949,47320,39983,26847,0,0,0
"4664","430215",6196,3188,3008,0,1128,1058,1002,1126,1017,865,0,0,0
"4665","430220",16077,8406,7671,0,3214,3006,2186,3090,2862,1719,0,0,0
"4666","430222",5520,2806,2714,0,1016,953,837,1025,925,764,0,0,0
"4667","430223",5804,2972,2832,0,1104,1005,863,1083,980,769,0,0,0
"4668","430225",7884,3817,4067,0,1397,1324,1096,1543,1456,1068,0,0,0
"4669","430230",23643,12259,11384,0,4933,4442,2884,4837,4234,2313,0,0,0
"4670","430235",28901,14900,14001,0,6253,5632,3015,6140,5449,2412,0,0,0
"4671","430237",4376,2278,2098,0,942,803,533,904,758,436,0,0,0
"4672","430240",27330,14500,12830,0,5779,5373,3348,5379,4807,2644,0,0,0
"4673","430245",15601,7903,7698,0,3051,2858,1994,3179,2850,1669,0,0,0
"4674","430250",15070,7500,7570,0,2688,2550,2262,2846,2610,2114,0,0,0
"4675","430258",6049,3076,2973,0,1109,1014,953,1097,1006,870,0,0,0
"4676","430260",7940,4073,3867,0,1703,1473,897,1718,1413,736,0,0,0
"4677","430265",12404,6468,5936,0,2496,2446,1526,2425,2294,1217,0,0,0
"4678","430270",47024,24691,22332,1,9090,8310,7291,8722,7727,5883,0,0,1
"4679","430280",94408,49620,44784,4,17331,16340,15949,16562,15151,13071,1,1,1
"4680","430290",30327,15577,14750,0,5879,5345,4353,5875,5144,3731,0,0,0
"4681","430300",196529,104819,91710,0,40414,36752,27653,37420,33148,21142,0,0,0
"4682","430310",289027,156711,132315,1,61111,54166,41434,55177,46727,30411,1,0,0
"4683","430320",13488,6875,6613,0,2503,2285,2087,2515,2220,1878,0,0,0
"4684","430330",12672,6426,6246,0,2368,2201,1857,2441,2217,1588,0,0,0
"4685","430340",11927,6191,5736,0,2181,2065,1945,2147,1984,1605,0,0,0
"4686","430350",154045,80146,73899,0,30493,28084,21569,29671,26413,17815,0,0,0
"4687","430355",6110,3217,2893,0,1233,1139,845,1151,1065,677,0,0,0
"4688","430360",10267,5104,5163,0,2494,1910,700,2565,1890,708,0,0,0
"4689","430367",7096,3584,3512,0,1359,1265,960,1399,1282,831,0,0,0
"4690","430370",15546,8167,7379,0,2855,2729,2583,2723,2559,2097,0,0,0
"4691","430380",13171,7041,6130,0,2610,2473,1958,2367,2183,1580,0,0,0
"4692","430390",146775,79602,67173,0,30976,27921,20705,28136,24097,14940,0,0,0
"4693","430400",10776,5513,5263,0,2185,2004,1324,2155,1946,1162,0,0,0
"4694","430410",8510,4428,4082,0,1704,1574,1150,1659,1475,948,0,0,0
"4695","430420",65052,34499,30553,0,13835,12390,8274,13007,11265,6281,0,0,0
"4696","430430",15009,7651,7358,0,3017,2721,1913,3012,2678,1668,0,0,0
"4697","430435",25076,12137,12939,0,4811,4240,3086,5304,4557,3078,0,0,0
"4698","430440",96812,52318,44494,0,21565,18894,11859,19542,16403,8549,0,0,0
"4699","430450",132794,68790,64004,0,25309,23060,20421,25286,22220,16498,0,0,0
"4700","430460",740823,401168,339654,1,157226,141311,102631,142144,121341,76169,1,0,0
"4701","430461",4471,2221,2250,0,834,785,602,884,801,565,0,0,0
"4702","430462",4797,2366,2431,0,886,809,671,947,839,645,0,0,0
"4703","430463",129376,70746,58630,0,28511,24864,17371,25268,20748,12614,0,0,0
"4704","430465",7450,3608,3842,0,1232,1173,1203,1381,1276,1185,0,0,0
"4705","430466",56868,30383,26485,0,11883,10505,7995,10906,9296,6283,0,0,0
"4706","430467",11692,6006,5686,0,2268,2048,1690,2259,1982,1445,0,0,0
"4707","430468",20261,10485,9776,0,4399,4100,1986,4326,3831,1619,0,0,0
"4708","430469",7204,3650,3554,0,1308,1265,1077,1323,1242,989,0,0,0
"4709","430470",148646,80074,68572,0,30505,27701,21868,27658,24453,16461,0,0,0
"4710","430471",15620,7912,7708,0,2854,2637,2421,2946,2628,2134,0,0,0
"4711","430480",63395,33430,29965,0,12626,11565,9239,11844,10595,7526,0,0,0
"4712","430485",4414,2165,2249,0,722,694,749,802,743,704,0,0,0
"4713","430490",21751,11368,10383,0,4466,4130,2772,4319,3877,2187,0,0,0
"4714","430495",8348,4224,4124,0,1620,1508,1096,1632,1510,982,0,0,0
"4715","430500",23311,12271,11040,0,4405,4165,3701,4172,3851,3017,0,0,0
"4716","430510",1019750,545950,473800,0,210117,192082,143751,193507,169911,110382,0,0,0
"4717","430511",7823,3749,4074,0,1277,1228,1244,1415,1339,1320,0,0,0
"4718","430512",14930,7611,7319,0,2863,2662,2086,2891,2566,1862,0,0,0
"4719","430513",9214,4750,4464,0,1829,1725,1196,1814,1664,986,0,0,0
"4720","430515",6484,3258,3226,0,1230,1132,896,1288,1143,795,0,0,0
"4721","430517",23813,11898,11915,0,4545,4278,3075,4858,4433,2624,0,0,0
"4722","430520",36711,19304,17407,0,7111,6621,5572,6767,6111,4529,0,0,0
"4723","430530",23745,12686,11059,0,4641,4364,3681,4269,3931,2859,0,0,0
"4724","430535",86775,44006,42768,1,16075,14859,13072,16710,14514,11544,1,0,0
"4725","430537",6500,3275,3225,0,1282,1168,825,1285,1155,785,0,0,0
"4726","430540",8593,4493,4100,0,1697,1573,1223,1673,1466,961,0,0,0
"4727","430543",6960,3670,3290,0,1501,1296,873,1406,1169,715,0,0,0
"4728","430544",11908,5985,5923,0,2301,2099,1585,2349,2132,1442,0,0,0
"4729","430545",36120,19852,16268,0,7378,6509,5965,6463,5396,4409,0,0,0
"4730","430550",10343,5269,5074,0,2010,1867,1392,2023,1854,1197,0,0,0
"4731","430558",5859,3024,2835,0,1214,1133,677,1222,1103,510,0,0,0
"4732","430560",8408,4436,3972,0,1609,1505,1322,1497,1373,1102,0,0,0
"4733","430570",16091,8451,7640,0,3299,3108,2044,3189,2909,1542,0,0,0
"4734","430580",23440,12461,10979,0,4546,4217,3698,4171,3844,2964,0,0,0
"4735","430583",4151,2046,2105,0,681,659,706,740,688,677,0,0,0
"4736","430585",5916,3040,2876,0,1184,1056,800,1144,1021,711,0,0,0
"4737","430587",6624,3545,3079,0,1282,1231,1032,1151,1113,815,0,0,0
"4738","430590",15929,8164,7765,0,3260,2924,1980,3267,2847,1651,0,0,0
"4739","430593",3699,1859,1840,0,677,648,534,697,671,472,0,0,0
"4740","430595",10712,5368,5344,0,1912,1814,1642,1988,1900,1456,0,0,0
"4741","430597",8274,4261,4013,0,1560,1474,1227,1534,1420,1059,0,0,0
"4742","430600",29332,15570,13762,0,5925,5446,4199,5542,4959,3261,0,0,0
"4743","430605",18973,9566,9407,0,3750,3378,2438,3866,3410,2131,0,0,0
"4744","430607",6713,3446,3267,0,1213,1162,1071,1196,1118,953,0,0,0
"4745","430610",157934,84354,73580,0,32276,29225,22853,29941,26052,17587,0,0,0
"4746","430613",4498,2219,2279,0,779,734,706,819,773,687,0,0,0
"4747","430620",26711,14028,12683,0,5638,5072,3318,5401,4718,2564,0,0,0
"4748","430630",10643,5405,5238,0,2000,1844,1561,2051,1847,1340,0,0,0
"4749","430632",6927,3529,3398,0,1285,1202,1042,1268,1187,943,0,0,0
"4750","430635",7026,3507,3519,0,1262,1203,1042,1358,1259,902,0,0,0
"4751","430637",7406,3739,3667,0,1379,1313,1047,1430,1303,934,0,0,0
"4752","430640",74841,40054,34787,0,15324,14206,10524,14132,12590,8065,0,0,0
"4753","430642",5188,2628,2560,0,987,906,735,1012,912,636,0,0,0
"4754","430645",7500,3860,3640,0,1494,1427,939,1480,1383,777,0,0,0
"4755","430650",30840,15576,15264,0,6368,5704,3504,6658,5706,2900,0,0,0
"4756","430655",6544,3208,3336,0,1212,1141,855,1295,1218,823,0,0,0
"4757","430660",86658,46415,40242,1,17363,15625,13427,16085,14147,10010,1,0,0
"4758","430670",7909,4129,3780,0,1504,1406,1219,1461,1341,978,0,0,0
"4759","430673",10508,5537,4971,0,2105,1959,1473,2027,1788,1156,0,0,0
"4760","430675",5684,2830,2854,0,963,906,961,1019,967,868,0,0,0
"4761","430676",82756,44441,38313,2,17489,15107,11845,16262,13326,8725,0,1,1
"4762","430680",47607,25648,21959,0,10244,9297,6107,9289,8012,4658,0,0,0
"4763","430690",60601,31361,29240,0,11636,11025,8700,11386,10651,7203,0,0,0
"4764","430692",4179,2119,2060,0,731,697,691,756,704,600,0,0,0
"4765","430693",21339,11003,10336,0,4246,3755,3002,4219,3581,2536,0,0,0
"4766","430695",8067,4136,3931,0,1510,1412,1214,1517,1351,1063,0,0,0
"4767","430697",7642,3928,3714,0,1475,1406,1047,1452,1365,897,0,0,0
"4768","430700",217453,118464,98989,0,48566,43912,25986,42922,37266,18801,0,0,0
"4769","430705",7651,3968,3683,0,1509,1405,1054,1465,1341,877,0,0,0
"4770","430710",16995,8545,8450,0,3157,2914,2474,3380,3003,2067,0,0,0
"4771","430720",14568,7249,7319,0,2474,2380,2395,2614,2453,2252,0,0,0
"4772","430730",17791,9093,8698,0,3366,3125,2602,3363,3065,2270,0,0,0
"4773","430740",6924,3575,3349,0,1444,1321,810,1419,1273,657,0,0,0
"4774","430745",8200,4181,4019,0,1590,1476,1115,1599,1450,970,0,0,0
"4775","430750",32676,17151,15525,0,6922,6398,3831,6543,5842,3140,0,0,0
"4776","430755",15687,8214,7473,0,3023,2783,2408,2857,2651,1965,0,0,0
"4777","430760",110089,58943,51146,0,22599,20612,15732,21205,18304,11637,0,0,0
"4778","430770",197042,106520,90522,0,40051,36382,30087,36175,31436,22911,0,0,0
"4779","430780",71439,38217,33222,0,15478,14047,8692,14411,12564,6247,0,0,0
"4780","430781",8938,4442,4496,0,1539,1446,1457,1594,1501,1401,0,0,0
"4781","430783",6528,3350,3178,0,1245,1162,943,1262,1128,788,0,0,0
"4782","430786",6675,3363,3312,0,1221,1150,992,1237,1132,943,0,0,0
"4783","430790",156494,83201,73293,0,32326,29533,21342,30033,26637,16623,0,0,0
"4784","430800",17485,9162,8323,0,3514,3251,2397,3391,2980,1952,0,0,0
"4785","430805",5338,2739,2599,0,1019,915,805,988,890,721,0,0,0
"4786","430807",9367,4819,4548,0,2016,1830,973,1999,1729,820,0,0,0
"4787","430810",32152,17058,15094,0,6613,6104,4341,6176,5571,3347,0,0,0
"4788","430820",71252,37211,34041,0,14914,13705,8592,14408,12675,6958,0,0,0
"4789","430825",4422,2177,2245,0,801,746,630,861,784,600,0,0,0
"4790","430830",23997,12080,11917,0,4554,4216,3310,4812,4217,2888,0,0,0
"4791","430840",16704,8574,8130,0,2958,2782,2834,2956,2715,2459,0,0,0
"4792","430843",5267,2668,2599,0,1033,993,642,1059,979,561,0,0,0
"4793","430845",12547,6480,6067,0,2252,2153,2075,2219,2033,1815,0,0,0
"4794","430850",71085,37761,33324,0,15009,13342,9410,14011,11967,7346,0,0,0
"4795","430860",78659,42036,36623,0,15733,14788,11515,14375,13280,8968,0,0,0
"4796","430865",7768,3803,3965,0,1372,1286,1145,1460,1399,1106,0,0,0
"4797","430870",15101,7935,7166,0,2871,2730,2334,2745,2557,1864,0,0,0
"4798","430880",21153,10870,10283,0,3795,3507,3568,3836,3466,2981,0,0,0
"4799","430885",4275,2091,2184,0,807,749,535,894,803,487,0,0,0
"4800","430890",36497,19341,17156,0,7445,6899,4997,6973,6285,3898,0,0,0
"4801","430900",33798,17923,15875,0,7147,6495,4281,6762,5837,3276,0,0,0
"4802","430905",18405,9334,9071,0,4032,3371,1931,4112,3328,1631,0,0,0
"4803","430910",91949,49538,42411,0,20132,17965,11441,18191,15627,8593,0,0,0
"4804","430912",5119,2616,2503,0,1058,929,629,1069,911,523,0,0,0
"4805","430915",7775,4016,3759,0,1577,1424,1015,1603,1342,814,0,0,0
"4806","430920",590350,315972,274377,1,121596,109413,84963,112455,97096,64826,0,0,1
"4807","430925",4488,2222,2266,0,759,680,783,794,710,762,0,0,0
"4808","430930",221022,119583,101437,2,43824,39924,35835,39826,35090,26521,0,1,1
"4809","430940",58440,31342,27098,0,12441,11431,7470,11290,10074,5734,0,0,0
"4810","430950",19155,10053,9102,0,3691,3407,2955,3577,3184,2341,0,0,0
"4811","430955",10306,5348,4958,0,2351,2113,884,2272,2010,676,0,0,0
"4812","430957",6199,3055,3144,0,1188,1102,765,1309,1188,647,0,0,0
"4813","430960",41778,22115,19663,0,8922,8259,4934,8354,7563,3746,0,0,0
"4814","430965",12608,6405,6203,0,2478,2221,1706,2522,2215,1466,0,0,0
"4815","430970",11871,6242,5629,0,2312,2159,1771,2222,2011,1396,0,0,0
"4816","430975",9975,5078,4897,0,1885,1764,1429,1927,1786,1184,0,0,0
"4817","430980",12695,6675,6020,0,2365,2245,2065,2244,2079,1697,0,0,0
"4818","430990",18445,9351,9094,0,3197,3037,3117,3240,3056,2798,0,0,0
