"","cod_mun","tot_vacinado","F","M","I","dose1_F","dose2_F","reforco_F","dose1_M","dose2_M","reforco_M","dose1_I","dose2_I","reforco_I"
"335","170307",6647,3255,3392,0,1554,1268,433,1720,1266,406,0,0,0
"336","170310",8654,4258,4396,0,1958,1619,681,2113,1617,666,0,0,0
"337","170320",7988,3942,4046,0,1736,1487,719,1877,1513,656,0,0,0
"338","170330",5977,3030,2947,0,1366,1132,532,1405,1038,504,0,0,0
"339","170360",3708,1906,1802,0,797,737,372,786,676,340,0,0,0
"340","170370",8023,4108,3915,0,1846,1532,730,1886,1458,571,0,0,0
"341","170380",12496,6466,6030,0,2928,2478,1060,2875,2250,905,0,0,0
"342","170382",3107,1491,1616,0,739,589,163,824,590,202,0,0,0
"343","170384",11625,5749,5876,0,2869,2222,658,3060,2250,566,0,0,0
"344","170386",7558,3783,3775,0,1715,1411,657,1775,1379,621,0,0,0
"345","170388",4874,2416,2458,0,1115,935,366,1174,919,365,0,0,0
"346","170389",6371,3139,3232,0,1435,1228,476,1563,1237,432,0,0,0
"347","170390",6678,3261,3417,0,1646,1249,366,1779,1237,401,0,0,0
"348","170410",4223,2071,2152,0,881,780,410,938,812,402,0,0,0
"349","170460",2557,1238,1319,0,555,468,215,617,491,211,0,0,0
"350","170510",5443,2461,2982,0,1063,915,483,1376,1097,509,0,0,0
"351","170550",56860,30360,26500,0,14152,11226,4982,12875,9621,4004,0,0,0
"352","170555",9504,4905,4599,0,2099,1878,928,2046,1740,813,0,0,0
"353","170560",8001,4111,3890,0,1759,1586,766,1772,1516,602,0,0,0
"354","170600",8270,4099,4168,3,1889,1552,658,2000,1511,657,1,1,1
"355","170610",10802,5636,5166,0,2372,2009,1255,2348,1813,1005,0,0,0
"356","170625",3222,1693,1529,0,715,588,390,687,528,314,0,0,0
"357","170650",7742,3990,3752,0,1901,1456,633,1878,1294,580,0,0,0
"358","170700",41320,20690,20630,0,8644,7613,4433,9111,7684,3835,0,0,0
"359","170710",13008,6525,6483,0,3072,2509,944,3187,2398,898,0,0,0
"360","170720",11189,5346,5843,0,2267,1880,1199,2623,2035,1185,0,0,0
"361","170730",7928,4019,3909,0,1729,1468,822,1826,1391,692,0,0,0
"362","170740",12742,6476,6266,0,3034,2405,1037,3081,2284,901,0,0,0
"363","170755",6498,3328,3170,0,1412,1207,709,1434,1161,575,0,0,0
"364","170765",8205,4331,3874,0,1873,1579,879,1788,1379,707,0,0,0
"365","170770",11854,5865,5989,0,2903,2275,687,3031,2276,682,0,0,0
"366","170820",30056,14457,15599,0,6873,5519,2065,7604,5838,2157,0,0,0
"367","170825",6698,3241,3457,0,1496,1305,440,1619,1346,492,0,0,0
"368","170830",9353,4565,4788,0,2065,1720,780,2291,1774,723,0,0,0
"369","170900",17560,8759,8801,0,4056,3239,1464,4301,3218,1282,0,0,0
"370","170930",42693,22381,20312,0,10107,8318,3956,9572,7514,3226,0,0,0
"371","170950",140478,74936,65541,1,34284,28213,12439,31162,24177,10202,0,0,1
"372","170980",3264,1592,1672,0,672,610,310,723,645,304,0,0,0
"373","171050",12612,6132,6480,0,2746,2217,1169,3037,2325,1118,0,0,0
"374","171070",9003,4404,4599,0,2041,1626,737,2221,1690,688,0,0,0
"375","171090",6467,3089,3378,0,1385,1144,560,1577,1261,540,0,0,0
"376","171110",4928,2462,2466,0,1040,897,525,1104,883,479,0,0,0
"377","171150",7248,3529,3719,0,1522,1265,742,1657,1340,722,0,0,0
"378","171180",3439,1789,1650,0,835,689,265,823,626,201,0,0,0
"379","171190",14470,7519,6951,0,3756,2847,916,3596,2523,832,0,0,0
"380","171195",4591,2368,2223,0,1206,923,239,1184,827,212,0,0,0
"381","171200",5974,2925,3049,0,1277,1084,564,1364,1098,587,0,0,0
"382","171215",3653,1818,1835,0,735,646,437,777,652,406,0,0,0
"383","171240",4556,2180,2376,0,950,810,420,1103,885,388,0,0,0
"384","171245",4697,2317,2380,0,1053,888,376,1143,884,353,0,0,0
"385","171250",7827,3836,3991,0,1832,1441,563,1927,1463,601,0,0,0
"386","171270",3668,1835,1833,0,841,682,312,886,666,281,0,0,0
"387","171280",5144,2618,2526,0,1257,974,387,1287,912,327,0,0,0
"388","171320",37429,19405,18024,0,8452,7170,3783,8213,6603,3208,0,0,0
"389","171330",23419,11995,11424,0,5332,4552,2111,5318,4270,1836,0,0,0
"390","171360",9250,4585,4665,0,1910,1683,992,2028,1736,901,0,0,0
"391","171370",4768,2282,2486,0,973,859,450,1102,891,493,0,0,0
"392","171380",8898,4520,4378,0,2033,1715,772,2073,1656,649,0,0,0
"393","171395",5683,2935,2748,0,1253,1056,626,1216,992,540,0,0,0
"394","171420",13769,7008,6761,0,3161,2691,1156,3222,2550,989,0,0,0
"395","171430",9033,4494,4539,0,1920,1685,889,2062,1691,786,0,0,0
"396","171488",19268,9662,9606,0,4315,3568,1779,4367,3499,1740,0,0,0
"397","171500",7873,3954,3919,0,1778,1549,627,1823,1507,589,0,0,0
"398","171510",5231,2701,2530,0,1268,979,454,1269,898,363,0,0,0
"399","171515",5676,2834,2842,0,1084,1010,740,1124,1005,713,0,0,0
"400","171525",3858,1870,1988,0,836,698,336,971,740,277,0,0,0
"401","171550",2078,1051,1027,0,457,405,189,467,387,173,0,0,0
"402","171570",6577,3205,3372,0,1607,1280,318,1757,1324,291,0,0,0
"403","171575",12229,6208,6021,0,2734,2324,1150,2759,2294,968,0,0,0
"404","171610",86764,45660,41104,0,20950,17987,6723,19339,15830,5935,0,0,0
"405","171620",16859,8355,8504,0,3652,3228,1475,3966,3311,1227,0,0,0
"406","171630",5839,3019,2820,0,1360,1140,519,1338,1051,431,0,0,0
"407","171650",28701,14309,14392,0,6505,5176,2628,6676,5111,2605,0,0,0
"408","171660",19637,9562,10075,0,4270,3585,1707,4629,3840,1606,0,0,0
"409","171665",8046,4042,4004,0,1840,1546,656,1890,1505,609,0,0,0
"410","171670",15176,7754,7422,0,3450,2769,1535,3485,2603,1334,0,0,0
"411","171700",6244,3028,3216,0,1494,1145,389,1605,1203,408,0,0,0
"412","171720",5769,2766,3003,0,1385,975,406,1526,1064,413,0,0,0
"413","171750",10905,5495,5410,0,2220,1974,1301,2299,1887,1224,0,0,0
"414","171780",9136,4508,4628,0,1757,1575,1176,1957,1641,1030,0,0,0
"415","171790",11127,5224,5903,0,2416,2078,730,2831,2235,837,0,0,0
"416","171800",5370,2701,2669,0,1054,966,681,1143,979,547,0,0,0
"417","171820",117710,61650,56060,0,27516,23437,10697,26254,20949,8857,0,0,0
"418","171830",10500,5442,5058,0,2646,2060,736,2590,1851,617,0,0,0
"419","171840",6165,3158,3007,0,1402,1192,564,1391,1113,503,0,0,0
"420","171845",3814,1970,1844,0,836,747,387,851,688,305,0,0,0
"421","171850",5744,2706,3038,0,1235,1018,453,1458,1122,458,0,0,0
"422","171855",6882,3601,3281,0,1662,1336,603,1588,1198,495,0,0,0
"423","171865",3025,1568,1457,0,701,607,260,704,551,202,0,0,0
"424","171870",4653,2310,2343,0,1051,888,371,1099,871,373,0,0,0
"425","171875",9038,4343,4695,0,1824,1545,974,2086,1631,978,0,0,0
"426","171880",8150,4208,3942,0,1921,1598,689,1886,1471,585,0,0,0
"427","171884",6084,2940,3144,0,1351,1138,451,1475,1170,499,0,0,0
"428","171886",12315,6184,6131,0,2842,2315,1027,2907,2211,1013,0,0,0
"429","171888",3764,1921,1843,0,845,704,372,850,668,325,0,0,0
"430","171889",3812,1963,1849,0,864,717,382,853,673,323,0,0,0
"431","171890",7509,3673,3836,0,1700,1298,675,1887,1394,555,0,0,0
"432","171900",5577,2816,2761,0,1158,1045,613,1185,1033,543,0,0,0
"433","172000",5106,2545,2561,0,1074,982,489,1127,997,437,0,0,0
"434","172010",7111,3482,3629,0,1667,1346,469,1818,1354,457,0,0,0
"435","172015",2959,1488,1471,0,641,575,272,671,562,238,0,0,0
"436","172020",11916,6369,5547,0,3031,2446,892,2790,2105,652,0,0,0
"437","172025",4661,2430,2231,0,991,889,550,1001,874,356,0,0,0
"438","172030",7539,3906,3633,0,1757,1513,636,1711,1401,521,0,0,0
"439","172049",7242,3632,3610,0,1632,1368,632,1714,1366,530,0,0,0
"440","172065",9297,4823,4474,0,2080,1771,972,2080,1642,752,0,0,0
"441","172080",15921,8367,7554,0,3833,3058,1476,3557,2689,1308,0,0,0
"442","172085",3936,1918,2018,0,809,700,409,905,745,368,0,0,0
"443","172090",29953,14955,14998,0,5822,5326,3807,6332,5490,3176,0,0,0
"444","172093",4450,2166,2284,0,821,764,581,937,781,566,0,0,0
"445","172097",6544,3342,3202,0,1420,1265,657,1418,1225,559,0,0,0
"446","172100",584344,312287,272057,0,137582,117098,57607,125804,99802,46450,0,0,0
"447","172110",9573,4737,4836,0,2195,1762,780,2326,1780,730,0,0,0
"448","172120",45980,23734,22246,0,10675,8775,4284,10397,8090,3759,0,0,0
"449","172125",3335,1621,1714,0,728,588,305,794,621,299,0,0,0
"450","172130",3187,1599,1588,0,742,607,250,763,599,226,0,0,0
"451","172208",15373,7879,7494,0,3613,2906,1360,3601,2716,1177,0,0,0
"452","172210",24064,12195,11869,0,5685,4598,1912,5724,4426,1719,0,0,0
"453","210000",6,3,3,0,2,1,0,1,2,0,0,0,0
"454","210005",151590,77620,73970,0,39094,28958,9568,37765,27142,9063,0,0,0
"455","210010",11426,5914,5512,0,2895,1921,1098,2881,1784,847,0,0,0
"456","210015",21723,11144,10579,0,4858,4104,2182,4864,3913,1802,0,0,0
"457","210020",39069,19392,19677,0,8138,6939,4315,8897,7186,3594,0,0,0
"458","210030",24910,12520,12390,0,6755,4562,1203,6992,4332,1066,0,0,0
"459","210040",11710,6014,5696,0,2521,2100,1393,2535,2030,1131,0,0,0
"460","210043",35279,19331,15948,0,9264,7137,2930,8046,5672,2230,0,0,0
"461","210047",46976,24866,22110,0,10805,9137,4924,10196,8146,3768,0,0,0
"462","210050",17704,8952,8752,0,4235,3168,1549,4420,3132,1200,0,0,0
"463","210055",10776,5806,4970,0,2700,2125,981,2495,1795,680,0,0,0
"464","210060",42534,21981,20553,0,10921,8060,3000,10604,7318,2631,0,0,0
"465","210070",44246,22056,22190,0,9207,8188,4661,9625,8267,4298,0,0,0
"466","210080",22556,11954,10602,0,5782,4477,1695,5421,3826,1355,0,0,0
"467","210083",28060,14922,13138,0,6465,5539,2918,6149,4765,2224,0,0,0
"468","210087",17557,9093,8464,0,3789,3253,2051,3740,2996,1728,0,0,0
"469","210090",67115,33439,33676,0,14660,11780,6999,15467,11904,6305,0,0,0
"470","210095",37313,19376,17937,0,9274,7067,3035,9082,6335,2520,0,0,0
"471","210100",53197,27440,25757,0,12617,9487,5336,12023,8948,4786,0,0,0
"472","210110",20723,11126,9597,0,4753,4234,2139,4430,3664,1503,0,0,0
"473","210120",165866,91756,74110,0,41591,32975,17190,35742,26337,12031,0,0,0
"474","210125",26792,14258,12534,0,6282,5240,2736,5806,4562,2166,0,0,0
"475","210130",29758,15839,13919,0,6658,5877,3304,6458,5196,2265,0,0,0
"476","210135",11187,5661,5526,0,2355,1911,1395,2455,1854,1217,0,0,0
"477","210140",147398,80563,66835,0,38085,30840,11638,33261,25111,8463,0,0,0
"478","210150",38471,20244,18227,0,8561,6970,4713,8014,6377,3836,0,0,0
"479","210160",131447,68662,62785,0,31071,25472,12119,29637,22828,10320,0,0,0
"480","210170",108671,57027,51644,0,25849,20974,10204,24773,18777,8094,0,0,0
"481","210173",12673,6572,6101,0,3173,2433,966,3190,2191,720,0,0,0
"482","210177",18509,10057,8452,0,4537,3718,1802,4102,3093,1257,0,0,0
"483","210180",9545,4720,4825,0,2004,1718,998,2162,1741,922,0,0,0
"484","210190",32564,16451,16112,1,7410,6146,2895,7623,5989,2500,1,0,0
"485","210193",11159,6051,5108,0,2555,2220,1276,2341,1901,866,0,0,0
"486","210197",11214,5895,5319,0,2955,2196,744,2789,1910,620,0,0,0
"487","210200",47892,24955,22937,0,11457,8951,4547,10849,8206,3882,0,0,0
"488","210203",31123,15669,15454,0,8218,5403,2048,8264,5197,1993,0,0,0
"489","210207",19382,10166,9216,0,4473,3850,1843,4274,3472,1470,0,0,0
"490","210210",52146,26514,25632,0,12564,9702,4248,12575,9516,3541,0,0,0
"491","210215",14641,7499,7142,0,3284,2759,1456,3364,2589,1189,0,0,0
"492","210220",45661,23220,22441,0,11476,9011,2733,11432,8575,2434,0,0,0
"493","210230",40173,21354,18819,0,9259,7626,4469,8771,6723,3325,0,0,0
"494","210232",81531,41579,39952,0,20177,15606,5796,20096,14659,5197,0,0,0
"495","210235",16901,8576,8325,0,4075,3354,1147,4048,3140,1137,0,0,0
"496","210237",11608,6148,5460,0,3018,2348,782,2978,1993,489,0,0,0
"497","210240",19176,9994,9182,0,4330,3557,2107,4249,3309,1624,0,0,0
"498","210250",21480,10850,10630,0,5230,3970,1650,5381,3807,1442,0,0,0
"499","210255",19567,9837,9730,0,4514,3654,1669,4588,3576,1566,0,0,0
"500","210260",25997,13637,12360,0,6145,5129,2363,5931,4586,1843,0,0,0
"501","210270",28393,15030,13363,0,6783,5535,2712,6378,4866,2119,0,0,0
"502","210275",18510,9618,8892,0,3990,3535,2093,3809,3244,1839,0,0,0
"503","210280",35412,18262,17150,0,8520,6845,2897,8374,6266,2510,0,0,0
"504","210290",32843,17216,15621,6,7981,6667,2568,7774,5962,1885,4,2,0
"505","210300",336666,183485,153180,1,80436,65342,37707,71383,54553,27244,0,0,1
"506","210310",20354,10125,10229,0,3863,3504,2758,4073,3603,2553,0,0,0
"507","210312",14264,7222,7042,0,3150,2564,1508,3354,2554,1134,0,0,0
"508","210315",11411,6174,5237,0,3085,2265,824,2747,1867,623,0,0,0
"509","210317",25718,13546,12172,0,6003,4962,2581,5866,4408,1898,0,0,0
"510","210320",126700,66987,59713,0,30444,25565,10978,28416,22644,8653,0,0,0
"511","210325",18301,9283,9018,0,4421,3569,1293,4413,3354,1251,0,0,0
"512","210330",188857,103733,85124,0,45979,38069,19685,40021,30849,14254,0,0,0
"513","210340",92218,49433,42785,0,21062,17993,10378,19454,15584,7747,0,0,0
"514","210350",45594,25106,20488,0,12815,9622,2669,10983,7619,1886,0,0,0
"515","210355",19913,10311,9602,0,4770,3818,1723,4738,3494,1370,0,0,0
"516","210360",98646,52431,46215,0,23983,18750,9698,22346,16401,7468,0,0,0
"517","210370",68100,35805,32292,3,15012,12965,7828,14817,11759,5716,1,1,1
"518","210375",19911,10130,9781,0,4429,3883,1818,4558,3615,1608,0,0,0
"519","210380",37157,20317,16840,0,8620,7461,4236,7586,6263,2991,0,0,0
"520","210390",11567,6092,5475,0,3807,1875,410,3473,1662,340,0,0,0
"521","210400",30545,16350,14195,0,7323,6101,2926,6707,5264,2224,0,0,0
"522","210405",39252,20138,19114,0,10230,7320,2588,9983,6776,2355,0,0,0
"523","210407",12404,6056,6348,0,2621,2246,1189,2954,2328,1066,0,0,0
"524","210408",12066,6129,5937,0,2917,2263,949,2941,2162,834,0,0,0
"525","210409",30278,15194,15084,0,6777,5763,2654,7109,5619,2356,0,0,0
"526","210410",20602,10380,10222,0,4908,4038,1434,5067,3861,1294,0,0,0
"527","210420",28947,15226,13721,0,6715,5525,2986,6468,4962,2291,0,0,0
"528","210430",14330,7212,7118,0,3549,2681,982,3555,2636,927,0,0,0
"529","210440",24182,12786,11396,0,5687,4767,2332,5364,4232,1800,0,0,0
"530","210450",17455,9213,8242,0,4147,3250,1816,3781,2930,1531,0,0,0
"531","210455",24864,13086,11778,0,6443,4707,1936,6073,4178,1527,0,0,0
"532","210460",22695,12023,10672,0,5203,4345,2475,4907,3789,1976,0,0,0
"533","210462",8776,4476,4300,0,2141,1428,907,2227,1337,736,0,0,0
"534","210465",16394,8506,7888,0,3586,3106,1814,3494,2895,1499,0,0,0
"535","210467",34525,18409,16116,0,8476,6921,3012,7936,5860,2320,0,0,0
"536","210470",7633,3982,3651,0,1942,1374,666,1852,1255,544,0,0,0
"537","210480",104822,55856,48966,0,26306,20223,9327,24311,17385,7270,0,0,0
"538","210490",28092,14547,13545,0,5544,5076,3927,5509,4853,3183,0,0,0
"539","210500",38991,20804,18187,0,10030,7474,3300,9337,6445,2405,0,0,0
"540","210510",36261,18636,17622,3,8487,7007,3142,8457,6648,2517,1,1,1
"541","210515",24227,12718,11508,1,5537,4722,2459,5351,4230,1927,0,0,1
"542","210520",16652,8656,7996,0,3878,3338,1440,3713,3080,1203,0,0,0
"543","210530",488486,265245,223241,0,120942,99393,44910,105301,82357,35583,0,0,0
"544","210535",14853,7546,7307,0,3662,2757,1127,3700,2619,988,0,0,0
"545","210540",114919,60792,54127,0,26526,22159,12107,25132,19733,9262,0,0,0
"546","210542",31678,16245,15433,0,7993,6104,2148,7799,5580,2054,0,0,0
"547","210545",11504,6006,5498,0,2645,2172,1189,2584,1974,940,0,0,0
"548","210547",20525,10329,10196,0,4610,3716,2003,4714,3669,1813,0,0,0
"549","210550",39201,20662,18536,3,9555,7892,3215,8903,7021,2612,1,2,0
"550","210560",18263,9354,8909,0,4377,3332,1645,4346,3078,1485,0,0,0
"551","210565",8806,4648,4158,0,2170,1581,897,2043,1382,733,0,0,0
"552","210570",54632,29420,25212,0,13474,10935,5011,12061,9202,3949,0,0,0
"553","210580",17128,8946,8182,0,4009,3267,1670,3739,3000,1443,0,0,0
"554","210590",23339,12285,11054,0,5611,4618,2056,5283,4074,1697,0,0,0
"555","210592",18652,9858,8794,0,3965,3278,2615,3668,2942,2184,0,0,0
"556","210594",16908,8617,8291,0,3591,3225,1801,3628,3064,1599,0,0,0
"557","210596",15504,7925,7579,0,3696,2992,1237,3757,2783,1039,0,0,0
"558","210598",10718,5311,5407,0,2505,2109,697,2638,2114,655,0,0,0
"559","210600",23545,12722,10823,0,5631,4760,2331,5023,4049,1751,0,0,0
"560","210610",21694,11090,10604,0,4650,4094,2346,4767,3936,1901,0,0,0
"561","210620",8895,4675,4220,0,2373,1756,546,2254,1548,418,0,0,0
"562","210630",31225,15756,15469,0,6361,5550,3845,6585,5508,3376,0,0,0
"563","210632",23168,12539,10629,0,5855,4581,2103,5299,3697,1633,0,0,0
"564","210635",9360,4660,4700,0,2289,1798,573,2359,1745,596,0,0,0
"565","210637",17915,9446,8469,0,4370,3558,1518,4133,3077,1259,0,0,0
"566","210640",29409,15428,13981,0,6983,5836,2609,6590,5158,2233,0,0,0
"567","210650",38414,20263,18151,0,9457,7553,3253,8939,6638,2574,0,0,0
"568","210660",64534,33359,31175,0,14071,12171,7117,13982,11354,5839,0,0,0
"569","210663",13189,6925,6264,0,2991,2531,1403,2887,2322,1055,0,0,0
"570","210667",11080,5630,5450,0,2509,2092,1029,2589,2046,815,0,0,0
"571","210670",28561,15076,13485,0,6805,5583,2688,6536,4970,1979,0,0,0
"572","210675",27325,14717,12608,0,6741,5319,2657,5984,4517,2107,0,0,0
"573","210680",30367,15503,14864,0,6409,5422,3672,6457,5170,3237,0,0,0
"574","210690",40631,22213,18418,0,10228,8031,3954,9119,6561,2738,0,0,0
"575","210700",16102,8006,8096,0,3669,2956,1381,3824,2985,1287,0,0,0
"576","210710",24221,12709,11512,0,6078,4863,1768,5922,4315,1275,0,0,0
"577","210720",18193,9475,8718,0,4521,3471,1483,4416,3203,1099,0,0,0
"578","210725",10111,5116,4995,0,2201,1970,945,2312,1933,750,0,0,0
"579","210730",7721,4056,3665,0,1817,1489,750,1782,1300,583,0,0,0
"580","210735",29565,15412,14153,0,6462,5486,3464,6236,5035,2882,0,0,0
"581","210740",28342,14883,13459,0,6253,5404,3226,5915,4874,2670,0,0,0
"582","210745",19826,10628,9198,0,4616,3961,2051,4369,3477,1352,0,0,0
"583","210750",168556,93240,75316,0,40587,34965,17688,34732,28416,12168,0,0,0
"584","210760",28394,14991,13403,0,6658,5572,2761,6410,4997,1996,0,0,0
"585","210770",38372,20274,18098,0,8306,7130,4838,7942,6426,3730,0,0,0
"586","210780",67241,34293,32948,0,13584,12371,8338,13723,11942,7283,0,0,0
"587","210790",34035,17776,16259,0,7387,6543,3846,7123,6012,3124,0,0,0
"588","210800",31568,16506,15062,0,7351,6047,3108,7187,5456,2419,0,0,0
"589","210805",32097,16379,15716,2,7097,6094,3188,7227,5915,2574,1,1,0
"590","210810",26290,14141,12149,0,6726,5294,2121,5997,4417,1735,0,0,0
"591","210820",64762,35625,29137,0,16083,12845,6697,13897,10418,4822,0,0,0
"592","210825",23062,12116,10946,0,5972,4415,1729,5828,3852,1266,0,0,0
"593","210830",43401,22719,20682,0,11858,8747,2114,11179,7822,1681,0,0,0
"594","210840",19545,9963,9582,0,4411,3612,1940,4489,3476,1617,0,0,0
"595","210845",29556,15620,13936,0,7367,5881,2372,6826,5154,1956,0,0,0
"596","210850",47567,25446,22121,0,11664,9047,4735,10685,7868,3568,0,0,0
"597","210860",141890,76957,64933,0,36064,29379,11514,31920,24419,8594,0,0,0
"598","210870",36040,18844,17196,0,8889,7088,2867,8490,6225,2481,0,0,0
"599","210880",30783,16216,14567,0,6882,5822,3512,6577,5241,2749,0,0,0
"600","210890",35323,18187,17136,0,7524,6664,3999,7373,6224,3539,0,0,0
"601","210900",39499,20476,19023,0,8889,7738,3849,8555,7177,3291,0,0,0
"602","210905",11403,5503,5900,0,2325,2044,1134,2585,2174,1141,0,0,0
"603","210910",71054,37985,33069,0,17143,14018,6824,15572,11946,5551,0,0,0
"604","210920",20188,10469,9719,0,4917,3729,1823,4807,3498,1414,0,0,0
"605","210923",10791,5764,5027,0,2541,2112,1111,2379,1800,848,0,0,0
"606","210927",25531,13501,12030,0,6199,4972,2330,5973,4414,1643,0,0,0
"607","210930",22047,11253,10794,0,5478,3989,1786,5418,3814,1562,0,0,0
"608","210940",20986,10401,10585,0,4931,3797,1673,5306,3835,1444,0,0,0
"609","210945",40791,22224,18567,0,10127,8503,3594,9044,6983,2540,0,0,0
"610","210950",32224,16461,15763,0,7596,6113,2752,7623,5772,2368,0,0,0
"611","210955",12975,6358,6617,0,2873,2309,1176,3014,2402,1201,0,0,0
"612","210960",72872,38587,34285,0,16419,14217,7951,15430,12733,6122,0,0,0
"613","210970",8753,4240,4513,0,2184,1532,524,2419,1565,529,0,0,0
"614","210975",8351,4213,4138,0,2043,1621,549,2074,1541,523,0,0,0
"615","210980",41400,22432,18968,0,10653,8628,3151,9414,7199,2355,0,0,0
"616","210990",160128,88130,71998,0,38859,32289,16982,33263,26072,12663,0,0,0
"617","211000",103390,53210,50180,0,25547,20793,6869,24985,19208,5987,0,0,0
"618","211003",34651,18765,15886,0,8407,6829,3529,7525,5742,2619,0,0,0
"619","211010",39879,20627,19252,0,9956,7527,3144,9733,6932,2587,0,0,0
"620","211020",60792,31608,29184,0,13780,11779,6049,13293,10671,5220,0,0,0
"621","211023",15787,8161,7626,0,3507,3173,1481,3422,2956,1248,0,0,0
"622","211027",18901,9717,9184,0,4225,3625,1867,4384,3397,1403,0,0,0
"623","211030",32707,16826,15881,0,7047,6215,3564,6862,5863,3156,0,0,0
"624","211040",24729,13019,11710,0,6810,4865,1344,6422,4227,1061,0,0,0
"625","211050",64071,34252,29819,0,14816,12480,6956,13858,10955,5006,0,0,0
"626","211060",51519,26941,24578,0,10897,9872,6172,10432,9126,5020,0,0,0
"627","211065",11276,5702,5574,0,2577,2151,974,2645,2094,835,0,0,0
"628","211070",51533,28031,23502,0,12175,10185,5671,10857,8538,4107,0,0,0
"629","211080",9892,4991,4901,0,2031,1758,1202,2107,1764,1030,0,0,0
"630","211085",14110,7463,6647,0,3382,2818,1263,3179,2459,1009,0,0,0
"631","211090",21145,10844,10301,0,4379,3954,2511,4431,3797,2073,0,0,0
"632","211100",33066,17015,16051,0,7374,6393,3248,7311,5999,2741,0,0,0
"633","211102",18232,9663,8569,0,4401,3521,1741,4157,3052,1360,0,0,0
"634","211105",16717,8101,8616,0,3612,3215,1274,3942,3354,1320,0,0,0
"635","211107",35776,18938,16838,0,8132,6980,3826,7677,6255,2906,0,0,0
"636","211110",57813,30724,27089,0,11879,10861,7984,11180,9744,6165,0,0,0
"637","211120",264641,148221,116420,0,66659,55419,26143,55302,43639,17479,0,0,0
"638","211125",13218,6752,6466,0,2749,2375,1628,2783,2332,1351,0,0,0
